Gene name,Log2(Fold Expression)  (ATXN2[Q127] vs. WT),Fold Expression (ATXN2[Q127] vs. WT)
Mef2d,-0.473732561,0.720099135
Cct3,0.155494109,1.113803019
0610031J06Rik,0.171607122,1.126312467
Pmf1,0.620193183,1.53708099
Mex3a,0.391834259,1.312060513
Ssr2,0.214996606,1.160701184
Syt11,0.11637067,1.084004443
Msto1,0.191599607,1.142029254
Ash1l,-0.327459037,0.796938866
Fam189b,-0.34216553,0.788856325
Gba,0.123798929,1.089600242
Mtx1,0.150966808,1.110313289
Dpm3,0.220402002,1.165058181
Slc50a1,0.287090391,1.220176957
Shc1,0.31002745,1.239731288
Pygo2,-0.145264834,0.904213377
Atp8b2,0.238406479,1.179688923
Dennd4b,-0.243623108,0.844621509
Gatad2b,-0.469958514,0.721985359
Ints3,-0.199776694,0.870685321
Npr1,-1.428378701,0.371548204
Ilf2,0.131030142,1.09507535
Snapin,0.195066229,1.144776712
S100a1,0.256805539,1.194830143
Lingo4,-0.576164961,0.670744414
Tdrkh,-0.392432094,0.761844205
Snx27,-0.307527274,0.808025499
Pogz,-0.224413618,0.855942852
Rfx5,0.184265554,1.136238391
Psmd4,0.169158801,1.124402683
Vps72,0.23505339,1.176950292
Scnm1,0.240268365,1.181212366
Gabpb2,0.163851291,1.120273733
Mllt11,0.287670344,1.220667558
Cdc42se1,0.155193269,1.113570787
Ctss,0.324193746,1.251964579
Rprd2,-0.274845392,0.826538891
Gm129,0.483064413,1.397709375
Hist2h4,0.286239117,1.219457194
Txnip,0.542808473,1.456805701
Polr3gl,0.435845464,1.352703327
Ankrd34a,-0.3073439,0.80812821
Ankrd35,0.447146386,1.363340934
Nudt17,0.371332228,1.293546779
Gpr89,-0.191959158,0.875416112
Bcl9,-0.385418028,0.765557143
Chd1l,0.214245915,1.160097383
Pde4dip,-0.154766217,0.898277924
Slc22a15,-0.361558825,0.778323151
Trim33,-0.25090313,0.840370177
Olfml3,0.270681143,1.206377263
Hipk1,-0.30965966,0.806832073
Rsbn1,-0.202989548,0.868748479
A130049A11Rik,0.315445691,1.244396025
Lrig2,-0.145698026,0.903941913
Mov10,0.366597235,1.289308257
Kcnd3,-0.577640116,0.670058928
Pifo,0.782276273,1.719842287
Lrif1,-0.274769992,0.826582089
Cd53,0.453453869,1.369314529
Slc6a17,-0.572237909,0.672572684
Ahcyl1,-0.333090365,0.793834207
Ampd2,-0.240885109,0.846225984
Gpr61,0.325128704,1.252776195
Amigo1,-0.20976539,0.864677833
Sort1,-0.181919023,0.881529636
Celsr2,-0.703769922,0.613965748
Sars,0.25460425,1.193008441
Wdr47,-0.098768018,0.93383009
Clcc1,0.10617318,1.076369324
Gpsm2,0.323505074,1.251367095
Vav3,-0.424300253,0.745200086
Ntng1,0.234827906,1.176766356
Prmt6,0.183567524,1.135688769
Col11a1,0.523467064,1.437405453
Olfm3,-0.29228422,0.816608098
S1pr1,0.188021645,1.139200469
Slc30a7,-0.146611243,0.903369904
Gpr88,0.932987392,1.909225343
Dbt,0.170310855,1.125300925
Agl,-0.221955836,0.857402283
Palmd,0.345325857,1.2704379
4833424O15Rik,-0.47386691,0.72003208
Snx7,0.356333196,1.28016804
F3,0.289050549,1.221835912
Gclm,-0.263340414,0.833156595
Pde5a,-0.905510962,0.533843598
Ndst3,-0.183302239,0.880684855
Ndst4,1.092241526,2.132050375
Camk2d,-0.226660967,0.854610551
Ank2,-0.459314942,0.727331547
NA,-0.558722854,0.678902897
Larp7,0.316656649,1.245440974
Ccdc109b,1.208092928,2.310320378
Sec24b,-0.315377235,0.803640828
Col25a1,0.503898442,1.41804021
Hadh,0.167031139,1.122745655
Arhgef38,1.371440291,2.587287349
Tacr3,1.814304352,3.516900093
Bdh2,0.529932678,1.443861817
Manba,0.412873596,1.331334961
Ddit4l,0.767215669,1.70198187
Dnajb14,-0.152365699,0.899773823
Lamtor3,0.249873504,1.18910285
Mttp,-0.588316858,0.665118425
Gbp3,0.606143415,1.52218469
Pkn2,-0.152991802,0.899383423
Lmo4,0.213842347,1.159772912
Sh3glb1,-0.154375792,0.89852105
Col24a1,1.124111295,2.179672366
Syde2,0.241558403,1.182269062
Ctbs,0.267765969,1.203942064
Rpf1,0.151377544,1.11062944
Eltd1,0.285135597,1.218524786
Fam73a,-0.235836387,0.849192546
Pigk,-0.132000491,0.912565178
Acadm,0.137265965,1.099818886
Slc44a5,0.612843692,1.529270581
4930570G19Rik,-0.252450049,0.839469579
Tgs1,-0.211143985,0.863851968
Lyn,-0.317385375,0.802522989
Fam110b,0.147158146,1.107385968
Car8,-1.131198049,0.456536449
Chd7,-0.321124375,0.800445801
Clvs1,-0.197944418,0.871791826
Asph,-0.315292686,0.803687926
Ints8,-0.172595039,0.887245318
Gem,0.752385497,1.684575976
Rbm12b2,-0.243787616,0.844525203
Gm11847,-1.059677839,0.479739176
Triqk,0.36420688,1.287173813
Runx1t1,-0.18941617,0.876960538
Tmem55a,-0.209762186,0.864679754
Tmem64,-0.386152625,0.765167432
Calb1,-0.886996925,0.540738534
Nbn,0.2027881,1.150920434
Rmdn1,-0.164779723,0.892064714
Gm12353,-0.360833406,0.778714607
Wwp1,-0.203446046,0.868473633
Ttpa,-0.252096891,0.839675098
Faxc,-0.126876488,0.915812087
NA,0.324029535,1.251822086
Gpr63,-2.181416035,0.220459258
Fut9,-0.539633274,0.687945759
Rragd,-0.121473536,0.919248272
Srsf12,0.274433762,1.209519276
Pnrc1,-0.134979635,0.910682688
Akirin2,-0.169707835,0.889022702
1700003M02Rik,0.540340304,1.454315522
Zfp292,-0.140402734,0.907265853
Mob3b,-0.324708134,0.798459903
Gm12371,0.894955039,1.859551932
Ddx58,0.356337488,1.280171848
Tmem215,1.984910488,3.958381021
Nfx1,0.111827694,1.080596335
Nol6,-0.224407241,0.855946636
Ubap2,-0.284187049,0.821204223
Dcaf12,-0.138578191,0.908413977
Dnaic1,0.529883742,1.443812843
Il11ra1,0.150574192,1.110011168
Galt,0.291238844,1.223690612
Ccl27a,0.447890282,1.364044094
Vcp,-0.118658684,0.921043574
Fancg,0.280361146,1.214498868
Fam214b,0.20007205,1.148755724
Unc13b,0.222640112,1.166866984
Atp8b5,0.677186012,1.599017815
Rusc2,-0.320155054,0.800983787
Ccdc107,-0.174693123,0.885955952
Tpm2,-0.222685471,0.856968766
Creb3,0.158286467,1.11596089
Tmem8b,-0.316898316,0.802793969
Clta,0.155655563,1.113927674
Rnf38,-0.297929913,0.813418714
Dcaf10,-0.169264793,0.889295757
Aldh1b1,0.711527169,1.637536619
Igfbpl1,1.399037004,2.637254871
Tmod1,0.147630408,1.107748527
Xpa,0.209474057,1.156266583
Gabbr2,-0.827040255,0.563684478
Col15a1,-0.343173951,0.78830512
Msantd3,0.241073564,1.18187181
E130309F12Rik,0.439981103,1.356586558
Grin3a,-0.228879526,0.853297351
Slc44a1,-0.195646822,0.873181323
Fsd1l,-0.237943828,0.847952979
Fktn,-0.134586453,0.910930913
Zfp462,-0.240994379,0.846161893
Rad23b,0.111112244,1.080060587
Epb4.1l4b,-0.395589173,0.760178869
Ptpn3,-0.176407441,0.884903817
Gm20459,-0.292864829,0.816279522
Akap2,-0.316328585,0.803111061
Svep1,-0.574287593,0.671617816
AI314180,-0.182436287,0.881213629
Gm20503,0.245640844,1.185619305
Gng10,0.250500023,1.189619353
E130308A19Rik,-0.227236405,0.854269746
Prpf4,0.125289187,1.090726346
Wdr31,0.4645015,1.37984049
Pole3,0.206377104,1.153787152
Whrn,-0.522551358,0.696139644
Tnc,-1.008768797,0.496970184
Pappa,0.905165732,1.872759619
Astn2,-0.610417545,0.655007102
Cdk5rap2,-0.14548561,0.904075016
Megf9,-0.335184664,0.792682668
Tmem261,0.155994937,1.114189741
Ptprd,-0.183220059,0.880735023
NA,1.26522398,2.403645239
Mpdz,-0.242875546,0.84505928
Nfib,-0.280960649,0.823042794
Zdhhc21,-0.202618882,0.868971712
Frem1,-0.366372079,0.775730763
Snapc3,-0.171648845,0.88782741
Sh3gl2,-0.273848832,0.82711003
Adamtsl1,-0.341962278,0.78896747
Rraga,-0.227325901,0.854216754
Rps6,0.453904361,1.369742174
Acer2,0.347925395,1.272729118
Slc24a2,-0.189008147,0.877208595
Mtap,0.207632616,1.154791678
Tusc1,0.420571029,1.338457221
Jun,0.487363189,1.401880319
Cyp2j6,0.270880491,1.206543968
Nfia,-0.452737242,0.730655251
Tm2d1,-0.157906681,0.896324675
Atg4c,-0.16409044,0.892491021
Pgm2,0.130910382,1.09498445
Ror1,-0.457232654,0.728382086
Cachd1,-0.25850302,0.835954879
Raver2,-0.157193229,0.896768042
Jak1,-0.157903031,0.896326943
E130102H24Rik,0.217861935,1.163008737
Sgip1,-0.330451161,0.795287742
BB031773,-0.654015601,0.635508972
Dab1,-0.415580481,0.749717778
Prkaa2,-0.367968708,0.774872738
Ppap2b,-0.143782094,0.905143166
Usp24,-0.27065894,0.828940847
Dhcr24,-0.2260703,0.854960516
Lrp8,-0.524424195,0.695236536
Cpt2,0.323380709,1.251259228
Echdc2,0.207375482,1.154585876
Selrc1,0.159218609,1.116682158
Zcchc11,-0.199667409,0.870751278
Gm17354,-0.229973122,0.852650777
Zfyve9,-0.266402096,0.831390348
Rab3b,0.414695054,1.333016885
Nrd1,-0.20115009,0.869856853
Gm12750,0.539445937,1.45341423
Stil,-0.401246995,0.757203511
Cyp4x1,0.383805275,1.304778826
Efcab14,-0.323017359,0.799396212
Mob3c,0.345818609,1.270871892
Mast2,-0.32028389,0.800912261
Gpbp1l1,0.114568606,1.082651263
C530005A16Rik,0.358997375,1.282534269
Akr1a1,0.160831407,1.117931202
Mmachc,0.157707438,1.115513086
Zswim5,-0.278461993,0.824469487
Ptch2,-0.493337363,0.710379885
Dmap1,0.188588008,1.139647776
Ipo13,-0.222647876,0.856991099
Hyi,0.366891593,1.289571346
Cdc20,-0.626533628,0.647730854
Tie1,0.304035932,1.234593355
Lepre1,0.23078081,1.173469878
Ybx1,0.157588527,1.115421146
Ccdc30,0.285608739,1.218924475
Scmh1,-0.287915438,0.819084706
Nfyc,0.180952117,1.133631787
Col9a2,0.287842721,1.220813415
Ppt1,0.176571533,1.13019486
Cap1,0.133045658,1.096606293
Mfsd2a,0.367700249,1.290294376
Mycl,-0.364967942,0.776486129
Rragc,-0.156010404,0.897503578
Sf3a3,0.122093074,1.088312651
9930104L06Rik,0.178975388,1.132079589
Gnl2,0.177617922,1.13101489
Snip1,0.143521592,1.104598131
Grik3,-0.462175369,0.725890898
Mrps15,0.200654447,1.149219555
Oscp1,0.237325475,1.178805318
Lsm10,0.419327289,1.337303841
Sh3d21,0.441642106,1.358149322
Map7d1,-0.245964378,0.843251931
Ago3,-0.173342556,0.88678572
Ago1,-0.331518054,0.794699833
Clspn,0.655262709,1.57490271
Psmb2,0.130991474,1.095045999
Zmym4,-0.097323708,0.934765434
Sfpq,-0.213459,0.862466903
Gm12940,-0.305637121,0.809084831
Smim12,0.213470712,1.159474195
Phc2,-0.406171024,0.754623522
Zfp362,-0.38799724,0.764189722
Trim62,-0.756878555,0.591775324
Ak2,0.202571765,1.150747864
Rnf19b,-0.915791154,0.530053117
C77080,-0.559866667,0.678364855
Bsdc1,0.297194153,1.228752331
Marcksl1,0.352637053,1.276892483
Lck,1.226819038,2.340503688
Tmem234,0.141350314,1.102936945
Txlna,0.122758858,1.088815008
Khdrbs1,-0.229315773,0.853039367
Gm12966,0.354807556,1.278814986
Col16a1,0.540705144,1.454683348
Fabp3,0.20443283,1.152233278
Zcchc17,0.178021669,1.131331455
Nkain1,0.331225365,1.258081483
Pum1,-0.137828931,0.908885882
Ptpru,-0.258226007,0.836115407
Snora44,-0.605080962,0.657434485
Dnajc8,0.27028501,1.206046064
Ppp1r8,0.171900496,1.126541527
Fam76a,0.244094416,1.184349118
Ahdc1,-0.353474975,0.782696569
Tmem222,0.128291056,1.092998223
Slc9a1,-0.365471661,0.776215065
Zdhhc18,-0.28555125,0.820428066
Arid1a,-0.603403211,0.658199479
Sh3bgrl3,0.294390082,1.226366406
Stmn1,0.325970083,1.253507027
Sepn1,-0.263106257,0.833291832
Man1c1,-0.330424726,0.795302314
Tmem50a,0.197049141,1.146351232
Syf2,0.136196092,1.099003584
Fuca1,0.207762063,1.154895297
Tceb3,0.128309026,1.093011838
Id3,0.360895753,1.28422301
Asap3,0.236384794,1.178036952
Zfp46,0.145830274,1.106367186
Hnrnpr,0.170988619,1.125829705
NA,-0.333840579,0.793421513
Luzp1,-0.214952469,0.861574545
C1qc,0.476514786,1.391378359
C1qa,0.528369904,1.442298626
Epha8,-0.3249017,0.798352781
Zbtb40,-0.351632923,0.783696564
Alpl,0.384722084,1.305608255
Ece1,-0.381007195,0.767901305
Eif4g3,-0.460496217,0.726736254
Hp1bp3,0.12472114,1.090296967
Ddost,0.15476881,1.113243208
Emc1,-0.162536651,0.893452756
Ubr4,-0.498940796,0.707626119
Szrd1,0.140609264,1.10237056
Fbxo42,-0.263826102,0.832876157
Spen,-0.446337193,0.733903767
Plekhm2,-0.158637181,0.895870942
Dnajc16,-0.252865553,0.839227842
Casp9,-0.187296763,0.878249793
Prdm2,-0.214254037,0.861991748
Pdpn,0.2857849,1.219073322
Vps13d,-0.199915856,0.870601339
Vps13d,-0.211435512,0.863677427
Mfn2,-0.259178281,0.835563698
Clcn6,-0.229814544,0.852744503
Fbxo44,0.385517836,1.306328592
Fbxo2,0.282539457,1.216334014
Ptchd2,-0.240063503,0.846708042
Mtor,-0.336693734,0.791853949
Casz1,-0.431875825,0.741297307
Kif1b,-0.270026594,0.829304258
Ube4b,-0.271336555,0.828551595
Lzic,-0.160081699,0.894974387
Ctnnbip1,0.144056588,1.105007827
H6pd,-0.277602583,0.824960768
Slc2a5,1.244549632,2.369445754
Rere,-0.402629614,0.756478186
Camta1,-0.180787131,0.882221527
Dnajc11,0.188831732,1.13984032
Zbtb48,0.313928604,1.24308815
Icmt,-0.895093441,0.537712367
Rnf207,0.878048539,1.837887601
Ajap1,-0.390489995,0.76287046
Cep104,-0.462209642,0.725873654
Smim1,0.29789257,1.229347321
Megf6,0.511208653,1.425243729
Gm13112,1.061052918,2.086453717
Pex10,0.161784738,1.118670174
Ski,-0.298038512,0.813357485
Gnb1,-0.182134166,0.881398187
Pusl1,0.298064858,1.229494139
Gad1-ps,-0.504469037,0.704919765
St6galnac2,0.491848648,1.406245664
Aass,-0.501768768,0.706240388
Gm10010,-0.436984628,0.738676902
Tph1,-2.000585079,0.249898634
Fes,0.468996257,1.384146125
Ifitm3,0.440245658,1.356835346
Car7,-0.851038814,0.554385407
Exoc3l,0.351272404,1.275685239
Elmo3,0.348608643,1.273332014
Kcng4,-0.614815414,0.653013438
Gm26461,-0.688214481,0.620621473
Gm2897,-1.058517337,0.480125233
Hspa1b,-0.760247409,0.590395075
Hspa1l,1.200846314,2.298744805
Abi3bp,-0.641675532,0.640968102
Tmem63a,-0.244941697,0.843849898
Ucma,0.357085496,1.280835763
Mir1902,-0.651349843,0.636684328
Fbln7,-1.192353487,0.437588434
Nexn,-0.602374136,0.65866914
Myom3,0.748556495,1.680110935
Mmp19,0.592630029,1.50799331
Gm6733,-0.609209955,0.655555597
Ccl6,1.030404091,2.042596291
Gm11613,0.365589768,1.288408218
A830036E02Rik,1.51438117,2.856762637
A530084C06Rik,-0.928582132,0.525374422
Gm15513,-0.417697012,0.748618698
Hvcn1,0.664879084,1.585435388
Pon1,1.891962051,3.71139628
Eva1a,0.355438083,1.279374012
B4galnt3,-1.690967083,0.309719241
Apobec1,0.635600507,1.553584279
Gm7308,-0.684807837,0.622088682
Tgfb1,-0.628356516,0.646912943
Eps8l2,-0.516650677,0.698992714
NA,0.632762015,1.550530618
Abcc12,-0.312985271,0.804974356
Fam92b,-0.468463302,0.722734014
Icam1,0.44460997,1.360946137
Zglp1,-0.848254263,0.555456461
Parp3,0.284174651,1.217713425
Gm15941,-0.561828792,0.677442878
BC048502,-1.929638386,0.262494958
Chrm1,1.026157856,2.036593226
Kcnv2,-1.710112333,0.305636271
Ifit1,0.601149201,1.516924415
5430435G22Rik,0.421640366,1.339449664
Mir29c,-0.302793294,0.810681264
Gm26315,-0.576732814,0.670480457
NA,0.568401337,1.482879468
Gm13991,0.541458368,1.455443029
Gm14048,-0.912924588,0.531107354
Rorc,-0.263640285,0.832983438
Fmo5,-0.331039578,0.794963442
Casq2,-0.59422797,0.66239883
Gm11799,-1.157074571,0.448420901
Trabd2b,-2.328521013,0.199088113
Gstt3,0.39983812,1.319359861
D930020B18Rik,-0.776399314,0.583822083
Gm12198,-0.607740879,0.65622348
2010001A14Rik,0.459521562,1.375085726
Tnfrsf13b,0.763707936,1.69784874
Abhd15,-0.702156842,0.614652608
Ccl3,1.510863066,2.849804725
BC030867,1.412312627,2.661634786
2410004I01Rik,1.380030513,2.602738758
Pitx1,2.037972927,4.106681118
NA,0.863462448,1.819399609
NA,0.535105824,1.449048441
NA,0.582955718,1.497914957
Cpz,1.186325908,2.275724488
Fam47e,1.016321898,2.022755433
Gm15860,0.504819632,1.418945946
Clec7a,1.351655364,2.552047823
E130208F15Rik,0.935253561,1.912226689
Siglec5,0.893113434,1.857179723
Mgmt,-0.551447153,0.682335341
Gm16201,-0.356311113,0.781159407
Lrrc36,0.71375525,1.640067565
Spata33,0.67028743,1.591389991
C330006D17Rik,-0.743334234,0.597357195
Timp1,1.01842618,2.025707931
Ankrd33b,-0.736011863,0.600396777
Odf3b,0.393144578,1.313252725
Gm17705,0.539319456,1.453286815
Gnmt,0.346702993,1.271651185
Kcnk12,-0.541280627,0.687160671
Cyp27a1,-0.483810276,0.715086526
Neu2,0.935018063,1.911914572
Irf6,0.646876514,1.565774566
Ifit3,0.344348699,1.269577705
Col17a1,0.743436873,1.674159373
Cd74,0.559539676,1.473798894
1810010K12Rik,0.620142639,1.537027139
Gbgt1,0.551990449,1.466107052
Gm13650,-0.70325458,0.6141851
Fgf7,-1.42200613,0.37319301
Procr,-0.674410522,0.626588188
Arhgap40,2.03612566,4.101426174
Adh1,1.011833668,2.016472412
Mcoln3,2.634602785,6.210040964
Podn,0.847151756,1.798945844
Cd52,0.888062477,1.850689
Arhgef19,-0.62116766,0.650144514
Trp73,-0.394508332,0.760748594
Mmp23,0.446086854,1.362340048
Gm5931,0.866488516,1.823219824
Gm14857,-1.228628278,0.426722984
Mir3113,-0.781698585,0.581681536
Cxcl16,0.660128117,1.580222947
Atoh7,0.508102,1.422177956
Iltifb,-1.649453878,0.318760799
Il23a,0.686311066,1.609163664
P2rx5,0.715273917,1.641794907
BC030499,0.50795716,1.422035184
Sebox,0.335715085,1.262002777
A730090H04Rik,-0.75519526,0.592466193
Cpsf4l,-1.122242808,0.459379121
BC048943,-0.866580129,0.548445387
Gm5083,-1.079296231,0.47325963
Slc9a3,-1.228432059,0.426781025
Sowahb,-0.743004382,0.597493788
NA,-0.539252877,0.688127175
Gm15721,-0.606847405,0.656630011
Rnf133,-0.611121893,0.654687395
Clec5a,0.561919868,1.476232409
Ppp1r17,-0.663985372,0.631132415
Egr4,-0.852699339,0.553747682
Alms1-ps2,-0.508658648,0.702875636
Wdr93,0.679643512,1.601743917
NA,0.412443072,1.330937728
Scnn1g,0.327327698,1.254687166
Slc5a11,-0.410110146,0.752565915
D7Ertd443e,0.333583981,1.260139962
Pkp3,-0.81225419,0.56949134
1810033B17Rik,0.620161474,1.537047206
Gm10649,-0.438040853,0.738136301
Epor,-1.272380352,0.413976176
NA,0.62079668,1.537724104
Amica1,-0.553547502,0.681342686
Fbxl22,-0.696583629,0.617031639
Mir374,-0.702601612,0.614463146
Smpx,-0.253789186,0.838690729
Gm24041,-0.465845615,0.724046564
Aqp6,-0.809452176,0.570598486
Mustn1,0.5114066,1.425439295
Colq,-0.724089682,0.605378909
Defb42,1.200699568,2.298510996
Gm10837,-0.621989489,0.649774265
Cd70,-0.560908735,0.677875045
NA,-0.651955366,0.636417157
2410124H12Rik,-2.040980101,0.242998599
Mlph,-1.480328083,0.358407297
Atf3,0.910943389,1.880274622
Mir29b-2,-0.568158686,0.674477075
Opalin,0.398603559,1.318231325
Alpk2,-0.557417214,0.679517582
Gm13199,-0.585794389,0.666282363
Clic3,1.090626955,2.129665657
Gm14033,-1.285702586,0.410171004
Itgb6,-1.922978401,0.263709527
Gm13944,-2.616612911,0.163050084
NA,0.451565802,1.367523668
A730036I17Rik,-0.648827732,0.637798349
Gm25981,-1.096557379,0.467631047
Mgarp,-0.833767354,0.561062209
Vmn2r2,-0.523034155,0.69590672
Tdo2,-0.797482193,0.575352413
Sycp1,-0.646415234,0.638865778
Bcl2l15,0.219435766,1.164278152
Car9,-0.41359964,0.750747859
Cdkn2b,0.835393369,1.784343497
1700047F07Rik,-1.952037692,0.258450932
Tmem125,0.250998169,1.190030186
Tmem200b,-1.239197135,0.42360833
Cnksr1,0.764816999,1.699154453
Hes3,-0.365986288,0.775938229
Gm11964,0.668210506,1.589100652
A230004M16Rik,-0.926673114,0.526070073
Zfp750,0.537491977,1.451447085
0610009B14Rik,-2.161052227,0.223593131
Fut2,-0.564343214,0.676263215
Nlrp10,-1.78137207,0.290906599
Adprhl1,-0.939802527,0.52130423
NA,0.945132136,1.925365222
Gm17116,-0.523793221,0.69554067
NA,-0.628952384,0.646645808
Gm15830,-0.697574139,0.616608149
Gm11749,-0.848293722,0.555441269
5930422O12Rik,-0.589443505,0.664599216
Gm26493,-0.842912674,0.557516855
Mmp20,-1.813229442,0.284553249
Actbl2,-0.780563056,0.582139551
Gm15057,-1.451970577,0.365521817
Liph,-0.842813551,0.557555161
Gm684,0.558266342,1.472498681
Ibsp,2.630627394,6.192952556
Itgax,2.003969669,4.011021417
Otos,2.408965111,5.310932196
Slc4a11,-1.208072782,0.432846446
H2-Eb1,0.799984038,1.741081863
Ptgs2,0.635379851,1.553346681
Lrrc69,-0.698752642,0.616104662
Pdzk1ip1,1.191189408,2.283409178
Plb1,0.938380301,1.916375535
Fam227b,0.714177966,1.640548183
Espn,-0.938121974,0.521911836
Mmp12,3.933879375,15.28324909
Zfp831,1.437574148,2.708650303
Gm12207,1.059057355,2.08356969
Btn2a2,1.009884834,2.013750342
Cst7,3.175256014,9.033318106
Wisp2,1.061263561,2.086758375
1700001C02Rik,0.993431926,1.990915411
Colec10,4.773029327,27.34166751
Gm17075,-0.732936263,0.601678094
Gm12098,1.175574541,2.25882819
Cd48,0.697500408,1.621692636
Gm12701,-1.164533615,0.446108451
NA,-0.857614398,0.551864352
Gm13525,-0.687266707,0.621029322
Sh2d6,1.372630715,2.589423102
Tmprss2,-1.514692307,0.349971099
Gm19840,-0.924445152,0.526883114
1600029D21Rik,-1.745662212,0.298197029
Gm16796,0.997431636,1.996442659
Mir705,-0.747968674,0.595441354
Gm11906,-1.843998313,0.278548738
Gm15552,-2.342384338,0.197184173
Gm15083,-2.676506281,0.156419656
Otoa,-1.100072742,0.466492974
Mroh2a,-1.577009678,0.335175899
Snord98,-0.96349889,0.512811709
Psapl1,-2.909109116,0.133128456
1700067K01Rik,-1.097062945,0.467467203
NA,-0.816521287,0.56780943
Gm24197,-1.029188871,0.489985557
Impg1,-2.551762104,0.1705466
Gm15382,-0.855997682,0.55248313
Gm25489,-1.527043462,0.346987726
Afp,-1.413050532,0.375516829
